index,Job_Title,Salary_Estimate,Job_Description,Rating,Company_Name,Location,Headquarters,Size,Founded,Industry,Sector,Revenue_(USD),Competitors,Avg_Salary,Minimum_Salary,Maximum_Salary,Job_Type,Job_Level,Company's_Age,Age_Category,Salary_Strength,Type_of_ownership_original,Type_of_ownership_College,Type_of_ownership_Contract,Type_of_ownership_Government,Type_of_ownership_Hospital,Type_of_ownership_Nonprofit,Type_of_ownership_Other,Type_of_ownership_Private,Type_of_ownership_Public,Type_of_ownership_Self-employed,Type_of_ownership_Subsidiary
13,Data Modeler,137-171 ,"POSITION PURPOSE:The Data Architect/Data Modeler will be part of the OWI Analytic team. Our team works closely with our business partners, proactively developing and delivering analytic solutions.The Primary Deliverables include: Data architecture, data workflow logical models, physical source data models, data profiling reports and data audits, data definitions, datataxonomy, data metrics, meta-data, data lineage, data cleansing services. Functions of our data team is to development and design, data quality management, reference and master data management, data integration, data governance.OWI is a fast-paced and dynamic organization. Individuals will be handling multiple activities in a team as well asindividual contributor environment.DUTIES, TASKS, AND RESPONSIBILITIES:·Activities: data modeling, data audit, detailed data design, define rules, establish master data solutions, define hierarchies, distribute reference and master data, profile, analyze, assess data quality, design data quality management procedures, clean and correct data quality defects, establish data governance.·Experienced utilizing HANA studio data modeler which should include initial setup, calculations and, calculation and analytical views, data base schemas, creating attribute user/role creation.·Setting up security, Analytic privileges, user integration services, SQL script, SLT, SDA, SDI and HANA Live solution models.·Demonstrate critical thinking, analytical skills, and employ judgment to offer thoughtful, concise input toward resolutions of problems.·Assist team building the BW4HANA modeler including standard and custom development and deployment of EWD design building BW objects e.g. Composite Providers, Advanced DSO’s, ODS Views, Data Sources, Data Loading using SLT.·Be able to translate data requirements into business processes and reverse engineer business processes into data requirements Comprehension of DevOps and Agile development and application to data centric architecture and solutions·Leadership skills needed to successfully promote ideas, coordinate work activities, and plan deliverableswithin a project team.SKILLS, KNOWLEDGE, AND ABILITIES:·Advanced expert database handling languages (SQL and variants)·Expert in data modeling (physical and logical), ER diagrams, data dictionary, data map, normalize de-normalize,agile data modeling·Practical skill sets in BI and Data visualization tools·Knowledge of other programming languages and ability to write code (i.e. VBA, python, XML)·Working knowledge of ETL·Working knowledge of SAP·Basic Project Management and Business Process modeling·Minimum Bachelor’s Degree in Engineering Technology, Computer Science, or closely related field.·A minimum of 3 years’ experience in SAP Data Management and Governance, SAP Data Services (DataExtract, Data Profiling, de-duplication)·Advanced competency in SAP HANA, SQL Server Database, Tableau and Alteryx·Experience in transactional modeling and dimensional data warehouse model development with at least 4 years developing in HANA.·Work with other IM data modelers and ETL developers to design data loads into HANA·Excellent verbal and written communication skills with a strong focus on the ability to clearly articulate and discuss technical issues with both technical and business personnel.·Bachelor degree in Computer Science, Math or a related IT field or equivalent work experience in an IT field required·Strong analytical skills, able to effectively solve problems in a timely manner",3.1,Old World Industries,"Northbrook, IL","Northbrook, IL",201-500 ,1973,Chemical Manufacturing,Manufacturing,1-2 billion ,,154.0,137,171,Other,Associate,51,Experienced,Moderate,Private,False,False,False,False,False,False,True,False,False,False
14,Data Scientist,137-171 ,"Position :Want to make a difference in our world. Mathematica applies expertise at the intersection of data, methods, policy, and practice to improve well-being around the world. We collaborate closely with public- and private-sector partners to translate big questions into deep insights that improve programs, refine strategies, and enhance understanding. Our work yields actionable information to guide decisions in wide-ranging policy areas, from health, education, early childhood, and family support to nutrition, employment, disability, and international development.We are looking for aData Scientist in our Washington DC office. Data scientists lead data processing and analysis tasks, such as monitoring data quality, developing documentation, applying statistical and data science methods, and creating data visualizations. Data scientists are expected to work on multi-disciplinary teams, overseeing and mentoring junior data scientists. The work of our data scientists supports our company's core offerings in program evaluation and data analytics, which yield crucial evidence and information for policy and decision makers.Data scientists contribute throughout the course of a project on tasks such as the following:Leading multidisciplinary teams to answer research questions or build solutions that involve linking health or healthcare data (e.g., Medicare claims or HCUP) to other administrative data (e.g., Hospital Compare files)Designing, planning, and overseeing the data science workflow on tasks and projects, involving descriptive statistics, machine learning or statistical analysis, data visualizations, and diagnostics using programming languages such as R or PythonCommunicating results to collaborative project teams using data visualizations and presentations using tools such as Markdown (e.g., R Markdown), notebooks (e.g., Jupyter or Databricks), or interactive visualizations (e.g., R Shiny or Dash).Developing and implementing systems to ingest, process, and manage datasetsDeveloping and maintaining documentation using Atlassian Confluence and JiraImplementing quality assurance practices such as version control and testingLeading or supporting proposal sections or applicationsPosition Requirements:Demonstrated enthusiasm for applying data science and statistics to social impact projects in academic, extra-curricular, and/or professional settingsAn excellent academic record, including courses in subjects such as statistics, data science, math, computer science, and/or social science, and the following credentials:PhD, or 3+ years of experience in a social policy field post Masters or immersive bootcamp (e.g., Metis)Mastery of R or Python to manipulate data, conduct analyses, and create data visualizationsAbility and desire to work independently as part of remote, interdisciplinary teamsAbility and desire to mentor junior data scientists and contribute to Mathematicas growing health data science community of 50+ staffAbility to version code using GitStrong oral and written communication skills.Nice-to-have Skills:Experience with reproducible research principles, interactive visualizations, tidyverse, AWS, Google Cloud Platform, R Shiny, R Markdown, pandas, healthcare claims and administrative data (e.g., Medicare, Medicaid, electronic health records, all-payer claims databases, HCUP), and/or scikit-learn.Please submit a cover letter, resume, and salary expectations. You will be asked to attach these materials during the online application process. Please click the ""Apply Now"" icon after the Position  to attach your documents. Letter of recommendations not expected or required.Mathematica offers our employees competitive salaries and a comprehensive benefits package, as well as the advantages of being 100 percent employee-owned. As an employee stock owner, you will experience financial benefits of ESOP holdings that have increased in tandem with the companys growth and financial strength. You will also be part of an independent, employee-owned firm that is able to define and further our mission, enhance our quality and accountability, and steadily grow our financial strength.Various federal agencies with whom we contract require that staff successfully undergo a background investigation or security clearance as a condition of working on the project. If you are assigned to such a project, you will be required to obtain the requisite security clearance.We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.",3.4,Mathematica Policy Research,"Washington, DC","Princeton, NJ",1001-5000 ,1986,Consulting,Business Services,100-500 million ,,154.0,137,171,Data Science,Associate,38,Established,Moderate,Private,False,False,False,False,False,False,True,False,False,False
15,Experienced Data Scientist,137-171 ,"*******Please Apply using this link: https://app.smartsheet.com/b/form/2cb8018ed6a041b0870e3cd056c286abOur FocusIn aviation safety, we seek to minimize the potential for harm to the flying public. To support thiseffort, we collect vast amounts of operational and simulation data. How can we use statisticalanalyses and data science to analyze this data and effect meaningful change to aviation safety? Ifthis sounds interesting to you, GGTI seeks a Data Scientist to join its Data Science & Analytics Team.What’s the ?· Preprocessing, cleansing, and verifying integrity of data that can be provided as input foradvanced analytics· Ad-hoc analysis and presentations of results for technical and non-technical audiences· Feature selection, model building and optimization using machine learning techniques· Building regression, classification, association models· Building anomaly detection systemsAbout YouYou are an experienced Data Scientist with an advanced degree in a quantitative discipline. You will be able to discover information hidden in vast amounts of aviation data, including operation and simulated data, and provide recommendations to managements at various levels. Along with working with air traffic domain experts, you will be able to apply data mining techniques, perform statistical analyses, and build high quality predictive models and causal analyses of safety issues. You can analyze large, complex, multi-dimensional datasets with R and/or Python and Business Intelligence (BI) tools such as Tableau. In addition, you have some familiarity with SQL.What do you need to qualify?*· 10+ years of professional work experience in a quantitative field· A Ph.D. or Master’s Degree in operations research, applied statistics, Computer Science (data mining, machine learning stream) or a related quantitative discipline· Deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms· Excellent applied statistics skills, such as distributions, statistical testing, regression, etc.· Excellent understanding of common machine learning techniques and algorithms, such as K-means, k-NN, Bayesian Networks, SVM, Decision trees, ensemble methods etc.· Experience with common data science toolkits, such as Python, R, Weka, NumPy, MatLab, etc. Proficiency in at least one of these (preferably Python)· Experience with data visualization tools, such as D3.js, Tableau etc.· Experience with Amazon Web Services· Some experience with NoSQL databases, such as MongoDB, Cassandra, or HBase· Ability to pass a Federal Government background investigation to obtain a Public Trust clearance.· Current U.S. Citizen/Green Card-holderStand-out SkillsDeep learning with TensorFlow, Torch, or similarSpark, Hadoop, or similarSQL, Java or C/C++.*******Please Apply using this link: https://app.smartsheet.com/b/form/2cb8018ed6a041b0870e3cd056c286ab",4.4,Guzman & Griffin Technologies (GGTI),"Washington, DC","Mays Landing, NJ",1-50 ,1997,Federal Agencies,Government,1-2 billion ,,154.0,137,171,Data Science,Associate,27,Established,Moderate,Private,False,False,False,False,False,False,True,False,False,False
16,Data Scientist - Contract,137-171 ,"We are an ambitious, well-funded startup with plans to change a $1 trillion-dollar global industry. This is no ordinary startup. We have a proven management team that has done it before, done it before together, and done it before in the travel industry. The company is overflowing with fiercely intelligent people who have tons of energy and an upbeat view of the future. We all act like owners and we get a huge kick out doing great work and doing it fast. We like it even more when we come up with a fresh way to solve a problem. Above all, we are devoted to solving customer problems, because that’s at the center of everything we do.ABOUT YOUYou’re an experienced data scientist with skills honed on internet commerce scale information and comfortable contributing to and improving a production system.You’re comfortable operating within an agile environment working with cross discipline teamsYou’re excited about working in a python production and DS stack and have defendable positions on which tools you choose.You’ve got proven experience with some combination of scikit-learn, TensorFlow, and PyTorch and have delivered scalable decision systems as part of a teamYou believe ML can be a powerful tool when combined with human in the loop domain expertsYou’re Intrigued by the challenge of what a machine based travel agent could look likeWe’d like to see demonstrated knowledge in one or more of the following areasDelivering recommendation systems with direct experience tuning models for personalization at consumer internet scaleImplementation and continuous improvement of a pricing system. Background in pricing theory and building market driven pricing system highly desiredExperience with modeling and implementing a loyalty programBuilding production level computer vision APIsABOUT THE GIGYou will be focussing on building new machine learning services to meet the needs of our internal and external customersWe put the customer first - our goal is to reduce their cognitive load, provide transparent and actionable recommendations and improve the business trip with data and machines. All work you’ll do is in direct support of that data science mission.You’ll listen directly to customers, identify opportunities and form hypotheses. Build prototypes and test them in production. Iteration and measurement are essential parts of what we do.Be integral part of a cross-discipline team including product, engineering and UX that’s looking to redefine the travel shopping experience from a data-centric point of view.Refine and improve a decision system that powers our unit economics. Understand and simulate impact of changes to company wide KPIs.Help build a data powered narrative that we can repeatedly deliver to our customer at scale and with high fidelity.Refine and improve our systems that mine large scale travel marketplace data, our consumer purchase behavior and the traveler experience timeline.ABOUT USWe are positive, passionate, playful, and always pushing to be better. Our team is a hodgepodge of challenge seekers, travel gurus, startup junkies, and data-miners who see the big picture.YOU WANT TO TALK TO US IF…· You are motivated by disrupting the norm.· You have a great sense of humor and take your profession seriously, but not yourself.· Your entrepreneurial spirit drives your bias for action.· You are all about constructive feedback - you can dish it out and you can take it.· You thrive in the frenetic energy of a startup.Upside Travel is an equal opportunity employer and encourages people of all backgrounds, genders, ethnicities, abilities, and sexual orientations to apply. We are committed to being an inclusive place to work, while maintaining a workforce that represents the communities we serve.",4.1,Upside Business Travel,Remote,"Washington, DC",51-200 ,2015,Internet,Information Technology,100-500 million ,,154.0,137,171,Data Science,Associate,9,New,Moderate,Private,False,False,False,False,False,False,True,False,False,False
17,Data Scientist,137-171 ," Success ProfileData ScientistBuckman is a privately held, global specialty chemical company with headquarters in Memphis, TN, USA, committed to safeguarding the environment, maintaining safety in the workplace, and promoting sustainable development. Buckman delivers exceptional service and innovative solutions to our customers globally in the pulp and paper, leather, and water treatment sectors to help boost productivity, reduce risk, improve product quality, and provide a measurable return on investment. Buckman is in the middle of a digital transformation of its businesses and focused on building the capabilities and tools in support of this.Position Buckman is seeking an experienced Data Scientist to lead the development of a Data Science program at our Memphis facility. You will work closely with Buckman stakeholders to derive deep industry knowledge across paper, water, leather, and performance chemical industries. You will help develop a data strategy for the company including collection of the right data, creation of the data science project portfolio, partnering with external providers, and augmenting capabilities with additional internal hires. A large part of the job is communicating and developing relationship with key stakeholders and subject matter experts to tee up proofs of concept projects to demonstrate how data science can be used to solve old problems in unique and novel ways. You will not have a large internal team to rely on, at least initially, so individual expertise, breadth of data science knowledge, and ability to partner with external companies will be essential for success. In addition to the pure data science problems, you will be working closely with a multi-disciplinary team consisting of sensor scientists, software engineers, network engineers, mechanical/electrical engineers, and chemical engineers in the development, and deployment of IoT solutions. If you like working for an entrepreneurial company with a Sustainability mission and digital ambitions at the core of its strategy, Buckman is the place for you.Competencies Needed for SuccessBachelor’s degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science5+ years of relevant working experience in an analytical role involving data extraction, analysis, and visualization and expertise in the following areas:Expertise in one or more programming languages R, Python, MATLAB, JMP, Minitab, Java, C++, ScalaKey libraries such as Sklearn, XgBoost, GLMNet, Dplyr, ggplot, RshinyExperience and knowledge of data mining algorithms including supervised and unsupervised machine learning techniques areas such as Gradient Boosting, Decision Trees, Multivariate Regressions, Logistic regressions, Neural Network, Random Forest, Support Vector Machine, Naive Bayes, Time Series, OptimizationMicrosoft IoT/data science toolkit: Azure Machine Learning, Datalake, Datalake analytics, Workbench, IoT Hub, Stream Analytics, CosmosDB, Time Series Insights, PowerBIData querying languages (e.g. SQL, Hadoop/Hive) and Preferred QualificationsA demonstrated record of success with a verifiable portfolio of problems tackledPreferred QualificationsMaster’s or PhD degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer ScienceExperience in the specialty chemicals sector or similar industryBackground in engineering, especially Chemical EngineeringExperience starting up a data science programExperience working with global stakeholdersExperience working in a start-up environment, preferably in an IoT companyKnowledge in quantitative modeling tools and statistical analysisPreferred Work StyleA strong business focus, ownership and inner self-drive to data science solutions to real-world customers with tangible impact.Ability to collaborate effectively with multi-disciplinary and passionate team members.Ability to communicate with a diverse set of stakeholdersStrong planning and organization skills, with the ability to manage multiple complex projectsA life-long learner who constantly updates skillsLanguage: EnglishLocation: Remote Work Opportunity - FlexibleTravel: <10>",3.5,Buckman,"Memphis, TN","Memphis, TN",1001-5000 ,1945,Chemical Manufacturing,Manufacturing,500 million-1 billion ,,154.0,137,171,Data Science,Associate,79,Experienced,Moderate,Private,False,False,False,False,False,False,True,False,False,False
18,Data Analyst II,137-171 ,"The Data Analyst II is responsible for data entry and maintenance for our integrated enterprise system (SAP). As part of the Data Integrity team, this position is responsible for the accurate entry of data into SAP. The Data Integrity team is responsible for the efficient and effective management of part master data. This will require an individual with exceptional attention to detail, intermediate to advanced computer skills, in-depth knowledge of our business, products and processes.WORK PERFORMEDTo perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required.Essential Functions of the :Product Data – Responsible for managing product information levels to established standardsMaintain data to meet company standardsData includes images, technical specifications and other data elementsEnsure automated data feeds successfully populate materialsManually populate non-automated data as necessary via proprietary systemIdentify system enhancements to improve automated processes and quality of informationPerform audits to ensure accuracy of assigned manufacturers or categoriesCommunicate with providers and manufacturers to ensure complete product data is suppliedRequest necessary informationIdentify areas of improvement and provide feedbackReview data standards for assigned manufacturers and/or categoriesImplement data standard improvements through manual and automated means to meet needsProvide customer service support for both external and internal customersSupport and validate teammate adherence to master data policies.Material Maintenance – Responsible for maintaining product catalog to established standards; Performing Price File MaintenanceReview automated data feeds for successful materials creationEnsure materials are created correctly via download processIdentify and communicate reasons for automated failures to improve processManually process download failuresDetermine if Sales requests meet Insight Catalog PolicyReview opportunities and determine if it is appropriate business for InsightProvide guidance to address future opportunitiesEnsure materials are not added to the catalog that do not fit Insight strategyManually create non-automated materials proactively or reactively according to company policyCreate materials via proprietary systems and/or SAPDetermine appropriate source, costing and categorizationProcess internal requests for creationDiscontinue materials that are no longer available and/or based on company policyOther projects – Responsible for completing additional projects and assignments as required by the departmentAll other assigned dutiesMINIMUM REQUIREMENTSEducation and/or Experience:Associates degree or above from a college or university; or 3 years industry work experience.KNOWLEDGE, SKILLS, AND ABILITIESFollowing are the skills, knowledge and abilities necessary to perform this jobAdvanced spreadsheet skillsAbility to analyze and troubleshoot information for resolutionAbility to work well in cross-functional teamsAbility to multi-task in a fast-paced environmentAbility to meet aggressive service-level agreementsAbility to take a complex process or technology and create easy-to-follow copyExcellent written and verbal communication, with strong editing skillsKnowledge of AP styleVast knowledge of technical writing and styles associated with itCollaborating with marketing and IT on search engine relevancy as it relates to parts data’s influenceProficiency with MS Word, Excel, Outlook and SAP.Ability to write reports and/or business correspondence.Ability to effectively present information and respond to questions from groups of managers, customers, other employees.Ability to effectively present information to other departments and manufacturer representatives.Ability to read, analyze, and interpret business documents.Ability to effectively communicate via email, phone and in person.Ability to understand processes and identify areas of improvement.Ability to multi-task and demonstrate strong organizational details.",4.2,"Insight Enterprises, Inc.","Plano, TX","Tempe, AZ",5001-10000 ,1988,Enterprise Software & Network Solutions,Information Technology,5-10 billion ,"CDW, PCM, SHI International",154.0,137,171,Other,Associate,36,Established,Moderate,Public,False,False,False,False,False,False,False,True,False,False
19,Medical Lab Scientist,137-171 ,"ResponsibilitiesThe Medical Laboratory Scientist is responsible for obtaining or receiving specimens, performing clinical laboratory tests by standardized procedures, understanding method principles, performing quality control, performing preventive maintenance, and interpreting results accurately, acceptably and within critical limits. The MLS works independently, organizing work to meet established deadlines and validates all data obtained.QualificationsBachelor's Degree: Baccalaureate Degree in Medical Technology, Clinical Laboratory Science, Medical Laboratory Science or related science (Required)Minimum of 1 year of experienceCertification and Licensure Requirements. MLS (ASCP) (Preferred)3p-1130p2-Evening",3.5,Tower Health,"West Grove, PA","Reading, PA",5001-10000 ,2017,Health Care Services & Hospitals,Health Care,100-500 million ,,154.0,137,171,Other,Associate,7,New,Moderate,Nonprofit,False,False,False,False,True,False,False,False,False,False
20,Data Scientist,137-171 ,"Role As a data scientist at Triplebyte, you’ll have the opportunity to work on a variety of challenges to help us scale. You'll be part of a small team, who are leveraging data to fix technical hiring. Your day to day, will include a mix of dataset acquisition, statistical modeling, exploratory data analysis, and software engineering. You’ll report directly to Triplebytes' Head of Machine Learning and will work alongside a team of 6-8 machine learning engineers and data scientists.Fields your work will touch onPsychometricsRecommender systemsTime series analysisSurvival analysisBayesian inferenceProbabilistic programmingThis is an ideal role for a data scientist who wants the scope and responsibility to own features/products from the inception and research phase through to measuring real-world results.About TriplebyteTriplebyte is a hiring marketplace used by companies like Apple, Dropbox, Stripe, and Instacart to hire the best technical talent. We are on a mission to build a meritocratic hiring process, and we do all our evaluation background blind. Our ultimate goal is to collect the largest dataset and use this to build the world's best technical hiring process. No other company has successfully done what we're doing in this field.We are growing extremely quickly, working on a problem that is fundamental, sitting at the crossroads between the workforce and employers. Ten years from now, it'll look silly to use anything other than Triplebyte for technical hiring.Company CultureWe have a laid-back, friendly office culture. Over lunch you'll often find us discussing the latest in technology, books, and pop culture, and then maybe getting in a quick game of chess or babyfoot (foosball).Since we're an early-stage company, we move fast, and it's important that each member of our team is able to take ownership of projects by defining problems, brainstorming solutions, and running experiments.",3.2,Triplebyte,"New York, NY","San Francisco, CA",51-200 ,2015,Computer Hardware & Software,Information Technology,100-500 million ,,154.0,137,171,Data Science,Associate,9,New,Moderate,Private,False,False,False,False,False,False,True,False,False,False
21,Data Scientist/Machine Learning,137-171 ,"PulsePoint™, a global programmatic advertising platform with specialized healthcare expertise, fuses the science of programmatic targeting, distribution, and optimization with the art of brand engagement. The PulsePoint platform is powered by terabytes of impression-level data, allowing brands to efficiently engage the right audiences at scale while helping publishers increase yield through actionable insights.Our organization has a strong history of utilizing machine learning, contextualization, and targeting to distribute advertising to the right consumers at the right time and create real connections across the internet. We are now taking that knowledge and expertise to solve challenges within healthcare in order to create better health outcomes through Radical Health Personalization™.The goals of the PulsePoint Data Science team:Optimize and validate targeting mechanisms for specific health conditions;Improve and optimize our proprietary contextualization and recommendation engines that handle millions of transactions per second, trillions each month;Improve and optimize our buying platform to ensure cost efficiency and to deliver ad campaigns within budget, target and time constraints;Collaborate with internal Health experts to design and support rapid assessment, analysis, and prototyping of ideas for achievable commercialization.What you'll be working on:Improve existing or develop new traffic segmentation algorithms and estimations of bid landscapes within each segment;Optimize real-time bidding strategies to efficiently spend ad budgets delivering campaign targets given various constraints;Support and enhance the existing work on health user profiling, prediction, and targeting tools;Improve page contextualizer technology: work with healthcare topics detection algorithms, keywords/phrases extraction, general and aspect-based sentiment analysis;Contribute on projects relating to patient/physician identity for cross-device tracking, profiling and targeting;Support existing codebase for data integration and production support for our core models.What you need to be successful in this role:3+ years of full-time experience working as a Statistician/ Machine LearningEngineer/ Data Scientist;Advanced knowledge of Big Data technologies such as Hadoop, Hive/Impala andSpark;Advanced knowledge of Python using the numpy/scipy/pandas/sklearn stack;Advanced knowledge of classical ML models (logistic regression, decision trees,boosting, bagging, SVM, Bayesian methods, etc) and at least basic knowledge indifferent Neural Network models (CNN, RNN, auto-encoders, transformers);Being confident user of Unix-like systems, Dockers, git, bash;MS/PhD in Applied Mathematics, Statistics, Machine Learning, Computer Science,Physics; or BS with several years of applied machine learning experienceWhat we offer:Sane work hoursGenerous paid vacation/company holidaysVacation reimbursement, sabbatical, pawternity leave, marriage leave, honeymoon bonusComprehensive healthcare with 100%-paid medical, vision, life & disability insurance$2,000 annual training and development budgetComplimentary annual memberships to One Medical, NY Citi Bike and SF Ford GoBikeMonthly chair massagesFree fitness classes (spin, yoga, boxing)Gym reimbursement, local gym membership discountsOnsite flu shots, dental cleanings and vision examsAnnual company retreatPaid parental leave and a lot of new parent perksEmergency childcare credits401(k) Match and free access to a financial advisorVolunteer Time Off and Donation Matching, ongoing group volunteer opportunitiesTeam lunches, Sip & Social Thursdays, Game Nights, Movie NightsHealthy snacks and drinksAnd there's a lot more!",4.3,PulsePoint,"New York, NY","New York, NY",51-200 ,2011,Internet,Information Technology,100-500 million ,"Crossix Solutions Inc., AppNexus, The Trade Desk",154.0,137,171,Data Science,Associate,13,New,Moderate,Private,False,False,False,False,False,False,True,False,False,False
22,Human Factors Scientist,137-171 ,"Human Factors ScientistID3336LocationPhoenix, AZPractice/CenterHuman FactorsApply NowExponent is a leading engineering and scientific consulting firm. Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve complicated problems facing corporations, insurers, government entities, associations and individuals. Our approximately 1000 staff members work in 26 offices across the United States and abroad. Exponent has over 800 consultants, including more than 500 that have earned a doctorate in their chosen field of specialization.Exponent's Human Factors Practice is seeking a Scientist for our Phoenix, AZ office. This position will be responsible for analyzing human performance related to a wide variety of real world scenarios involving automobiles, occupational work and consumer products, and for serving as project manager on a potentially large number of such engagements.Additional responsibilities will include:Supporting a wide range of consulting activities that involve human factors in accidents and their prevention, including limitations of human perceptual, cognitive, and response capabilitiesDeveloping client contacts and helping to grow future business opportunitiesWorking on multi-disciplinary projects spread across the nationProviding case management, data processing, and analytical project supportConducting research to obtain and review technical data, scientific literature, and standardsParticipating in the design and evaluation of warnings, consumer products, and safety informationThe ideal candidate for this position has a strong interest in applying their training to human performance questions involving operator behavior, occupational safety, consumer-product interaction, and environment navigation, and also possesses a strong scientific background in the foundations of cognition, perception, and human decision-making. Candidates should furthermore be comfortable working in a collaborative and fast-paced professional engineering and scientific consulting environment, which demands a high degree of self-motivation, dedication, and resilience to stress.Qualifications for this position include:Ph.D. in Experimental or Cognitive Psychology/NeuroscienceExcellent written and verbal communication skills as well as strong interpersonal skillsStrong mathematical aptitude and proficiency with statisticsSolid foundation in science of cognition, perception, and human decision makingConsummate project management skills and ability to juggle multiple teams concurrently with an eye for detailMust be assertive, a self-starter, and able to work with accuracy under pressure and/orTo learn more about life at Exponent, check out our Graduate Students page at www.exponent.com/careers/grad-students!We are an Affirmative Action, Equal Employment Opportunity, Veterans and Disabled Employer.",3.5,Exponent,"Phoenix, AZ","Menlo Park, CA",1001-5000 ,1967,Consulting,Business Services,100-500 million ,,154.0,137,171,Other,Associate,57,Experienced,Moderate,Public,False,False,False,False,False,False,False,True,False,False
24,Data Scientist,137-171 ,"What’s significantly better than working on a typical data science team? How about working on a data science team in which you’re directly making an impact in the revolutionary field of artificial intelligence even as an entry level team member? (well, statistically significant that is). Pardon the pun, but at Spectrum we’re certain that our team is pumped up to work not only with like-minded data-savvy and fun loving professionals, but also to work with cutting edge new tools like our predictive, artificially intelligent proprietary software. So, if your confident that you want to make a direct impact in your next job today, then please keep on reading.ResponsibilitiesBeyond working with state of the art technology you will have many different fantastic projects to work on as a Data Scientist at Spectrum. Here are just a few different responsibilities you can expect off the bat:Work with IT teams, management and/or data scientists to determine organizational goalsMine data from primary and secondary sourcesClean and prune data to discard irrelevant informationAnalyze and interpret results using standard statistical tools and techniquesPinpoint trends, correlations and patterns in complicated data setsIdentify new opportunities for process improvementProvide concise data reports and clear data visualizations for managementSome Characteristics That Define YouWe understand that as a Data Scientist for Spectrum, you have many different professional goals and personal interests. As such here are just a few different things that typically define our team members on the Data Science team:Analytical. In order to solve problems and build innovative new digital marketing campaigns, it is essential that you know how to take an idea and analyze it from all of its angles.Patient. As a data scientist, you know that you work with extremely large data sets on a daily basis. As such we are looking for someone who is not only meticulous, but patient enough to sit and sift through that data in a thorough way.Creative. Beyond just analyzing data sets, you are an explorer and a puzzle solver. Pulling insights out of your data and understanding how those insights can better shape our tools is something that you live to do.Student. More so than most industries, the field of data science is always changing and evolving. As such, you are always looking to learn new things and gain new skills.Business-Savvy. Beyond the wicked data science skills you bring to the table, we also want you to consider the business implications of our data tools. From the ways our team will use them to how our customers will use them, we always want you to keep the user and the business application in mind.Required Skills and ExperienceOn top of the many intangible skills you bring to the table, there are many skills that can help improve the efficiency and success of your work at Spectrum. Here are a few of those required skills and experience that you will come in with as a Data Scientist on our team:A bachelor’s degree/pursuing a bachelor's degree in computer science, mathematics, statistics, information systems, or a related fieldExperience with statistical modelingFundamental knowledge of R and/or SAS languagesExperience with SQL databases and database querying languagesExperience with data mining and data cleaningExperience with data visualization and reporting techniquesWritten and verbal expressionBenefitsAs a Data Scientist at Spectrum there are a ton of fantastic perks and benefits that come along with your work. Here are just a few of the benefits you can expect when joining the Spectrum family:Comprehensive medical & dental insuranceRetirement planning & company matchingGenerous PTO, including sick days & holidaysA state-of-the-art office environmentNintendo Switch in-office gaming such as FIFA, Arms, Mario Kart, and Rocket LeagueYear-round gym membershipsPaid continuing educationCasual dress codeFlexible schedulingFree-Lunch-FridayCompany sponsored parties and group activities outside of the office",3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51-200 ,1992,Advertising & Marketing,Business Services,10-25 million ,,154.0,137,171,Data Science,Associate,32,Established,Moderate,Private,False,False,False,False,False,False,True,False,False,False
